Order_ID,Product_ID,Quantity,Unit_Price,Discount,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Customer_Name,Customer_Segment,City,Province,Region,Product_Name,Category,Subcategory,unit_price_product,Cost_Per_Unit,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit
ORD-01015,PROD-0112,2,39.72,0.1,CUST-0127,2025-11-28,Online,Credit Card,William Campbell,Corporate,Quebec City,Quebec,East,Vista Puffer Vest,Apparel,Outerwear,39.72,27.46,79.44,7.94,71.5,54.92,16.58
ORD-01016,PROD-0110,3,115.09,0.2,CUST-0265,2025-12-06,Online,Credit Card,Daniel Young,Consumer,Fredericton,New Brunswick,Atlantic,Northwind Winter Scarf,Apparel,Accessories,115.09,67.39,345.27,69.05,276.22,202.17,74.05
ORD-01017,PROD-0066,5,239.7,0.2,CUST-0227,2025-10-24,Online,Credit Card,James Taylor,Home Office,Edmonton,Alberta,West,Cedar Dinnerware Set,Home & Kitchen,Dining,239.7,162.88,1198.5,239.7,958.8,814.4,144.4
ORD-01017,PROD-0003,4,81.36,0.05,CUST-0227,2025-10-24,Online,Credit Card,James Taylor,Home Office,Edmonton,Alberta,West,Summit USB Hub,Electronics,Accessories,81.36,51.94,325.44,16.27,309.17,207.76,101.41
ORD-01018,PROD-0078,5,242.21,0.0,,2025-10-24,Online,PayPal,Olivia Nguyen,Corporate,Ottawa,Ontario,Central,Cedar Wall Art,Home & Kitchen,Decor,242.21,160.98,1211.05,0.0,1211.05,804.9,406.15
ORD-01019,PROD-0028,2,173.49,0.2,CUST-0282,2025-03-09,Marketplace,Cash,Amelia Smith,Small Business,Victoria,British Columbia,West,Vista Stool,Furniture,Seating,173.49,148.65,346.98,69.4,277.58,297.3,-19.72
ORD-01019,PROD-0060,3,46.33,0.05,CUST-0282,2025-03-09,Marketplace,Cash,Amelia Smith,Small Business,Victoria,British Columbia,West,Aurora Stapler,Office Supplies,Mailroom,46.33,25.03,138.99,6.95,132.04,75.09,56.95
ORD-01020,PROD-0072,3,108.9,0.0,CUST-0008,2025-06-07,Phone Order,Gift Card,Mia Davis,Corporate,Quebec City,Quebec,East,Aurora Pantry Bin,Home & Kitchen,Storage,108.9,52.95,326.7,0.0,326.7,158.85,167.85
ORD-01020,PROD-0083,1,228.1,0.0,CUST-0008,2025-06-07,Phone Order,Gift Card,Mia Davis,Corporate,Quebec City,Quebec,East,Evergreen Dumbbell Set,Sports & Outdoors,Fitness,228.1,128.15,228.1,0.0,228.1,128.15,99.95
ORD-01020,PROD-0077,8,252.19,0.1,CUST-0008,2025-06-07,Phone Order,Gift Card,Mia Davis,Corporate,Quebec City,Quebec,East,Pioneer Candle Set,Home & Kitchen,Decor,252.19,161.48,2017.52,201.75,1815.77,1291.84,523.93
ORD-01021,PROD-0025,3,405.16,0.0,CUST-0284,2024-09-24,In-Store,Cash,Leah Edwards,Small Business,Halifax,Nova Scotia,Atlantic,Atlas Meeting Table,Furniture,Office,405.16,272.93,1215.48,0.0,1215.48,818.79,396.69
ORD-01021,PROD-0020,1,43.92,0.15,CUST-0284,2024-09-24,In-Store,Cash,Leah Edwards,Small Business,Halifax,Nova Scotia,Atlantic,Lumen Wireless Dock,Electronics,Mobile,43.92,30.51,43.92,6.59,37.33,30.51,6.82
ORD-01022,PROD-0084,1,238.67,0.05,CUST-0615,2025-02-17,In-Store,PayPal,Sophia Campbell,Consumer,Mississauga,Ontario,Central,Aurora Foam Roller,Sports & Outdoors,Fitness,238.67,169.68,238.67,11.93,226.74,169.68,57.06
ORD-01022,PROD-0064,2,239.47,0.0,CUST-0615,2025-02-17,In-Store,PayPal,Sophia Campbell,Consumer,Mississauga,Ontario,Central,Vista Electric Kettle,Home & Kitchen,Appliances,239.47,122.7,478.94,0.0,478.94,245.4,233.54
ORD-01022,PROD-0038,4,539.34,0.05,CUST-0615,2025-02-17,In-Store,PayPal,Sophia Campbell,Consumer,Mississauga,Ontario,Central,Northwind Floor Lamp,Furniture,Decor,539.34,298.45,2157.36,107.87,2049.49,1193.8,855.69
ORD-01023,PROD-0101,6,92.55,0.1,CUST-0195,2024-12-17,In-Store,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Pioneer Performance Tee,Apparel,Athleisure,92.55,63.36,555.3,55.53,499.77,380.16,119.61
ORD-01023,PROD-0061,3,132.61,0.15,CUST-0195,2024-12-17,In-Store,Credit Card,Aiden Lee,Home Office,Calgary,Alberta,West,Atlas Blender,Home & Kitchen,Appliances,132.61,64.11,397.83,59.67,338.16,192.33,145.83
ORD-01024,PROD-0093,4,213.7,0.0,CUST-0572,2024-07-04,Online,Credit Card,Ava Davis,Consumer,Saskatoon,Saskatchewan,Prairies,Nova Picnic Mat,Sports & Outdoors,Outdoor Gear,213.7,123.12,854.8,0.0,854.8,492.48,362.32
ORD-01024,PROD-0104,4,154.09,0.05,CUST-0572,2024-07-04,Online,Credit Card,Ava Davis,Consumer,Saskatoon,Saskatchewan,Prairies,Lumen Sports Bra,Apparel,Athleisure,154.09,82.7,616.36,30.82,585.54,330.8,254.74
ORD-01024,PROD-0072,1,108.9,0.05,CUST-0572,2024-07-04,Online,Credit Card,Ava Davis,Consumer,Saskatoon,Saskatchewan,Prairies,Aurora Pantry Bin,Home & Kitchen,Storage,108.9,52.95,108.9,5.44,103.46,52.95,50.51
ORD-01025,PROD-0038,2,539.34,0.0,CUST-0315,2025-03-06,Marketplace ,Credit Card,Emily Parker,Consumer,Mississauga,Ontario,Central,Northwind Floor Lamp,Furniture,Decor,539.34,298.45,1078.68,0.0,1078.68,596.9,481.78
ORD-01026,PROD-0114,1,46.53,0.0,CUST-0055,2025-10-11,In-Store,Cash,Benjamin White,Consumer,Toronto,Ontario,Central,Cedar Windbreaker,Apparel,Outerwear,46.53,23.7,46.53,0.0,46.53,23.7,22.83
ORD-01027,PROD-0018,2,252.09,0.05,CUST-0391,2025-06-26,Online,Credit Card,Grace Thomas,Corporate,Fredericton,New Brunswick,Atlantic,Cedar Power Bank,Electronics,Mobile,252.09,132.93,504.18,25.21,478.97,265.86,213.11
ORD-01027,PROD-0026,6,289.77,0.05,CUST-0391,2025-06-26,Online,Credit Card,Grace Thomas,Corporate,Fredericton,New Brunswick,Atlantic,Northwind Ergonomic Chair,Furnitures,Seating,289.77,135.52,1738.62,86.93,1651.69,813.12,838.57
ORD-01027,PROD-0044,2,9.04,0.1,CUST-0391,2025-06-26,Online,Credit Card,Grace Thomas,Corporate,Fredericton,New Brunswick,Atlantic,Lumen Sketch Pad,Office Supplies,Paper,9.04,6.49,18.08,1.81,16.27,12.98,3.29
ORD-01028,PROD-0008,2,224.41,0.0,CUST-0083,2025-05-14,Online,Gift Card,Ava Taylor,Home Office,Hamilton,Ontario,Central,Lumen Studio Earbuds, ELECTRONICS ,Audio,224.41,142.74,448.82,0.0,448.82,285.48,163.34
ORD-01028,PROD-0001,4,101.47,0.05,CUST-0083,2025-05-14,Online,Gift Card,Ava Taylor,Home Office,Hamilton,Ontario,Central,Atlas Wireless Mouse,Electronics,Accessories,101.47,54.81,405.88,20.29,385.59,219.24,166.35
ORD-01029,PROD-0056,3,6.43,0.05,CUST-0163,2025-05-16,Marketplace,PayPal,Jack Walker,Small Business,Halifax,Nova Scotia,Atlantic,Lumen Packing Tape,Office Supplies,Mailroom,6.43,4.13,19.29,0.96,18.33,12.39,5.94
ORD-01030,PROD-0002,4,124.53,0.05,CUST-0489,2025-01-27,Online,Debit Card,Sophia Baker,Corporate,Toronto,Ontario,Central,Northwind Mechanical Keyboard,Electronics,Accessories,124.53,61.17,498.12,24.91,473.21,244.68,228.53
ORD-01030,PROD-0115,1,129.13,0.0,CUST-0489,2025-01-27,Online,Debit Card,Sophia Baker,Corporate,Toronto,Ontario,Central,Harbor Softshell Coat,Apparel,Outerwear,129.13,83.64,129.13,0.0,129.13,83.64,45.49
ORD-01030,PROD-0042,4,-31.42,0.0,CUST-0489,2025-01-27,Online,Debit Card,Sophia Baker,Corporate,Toronto,Ontario,Central,Cedar Copy Paper Box,Office Supplies,Paper,31.42,16.24,125.68,0.0,125.68,64.96,60.72
ORD-01031,PROD-0022,5,618.78,0.0,CUST-0353,2024-11-15,Online,Credit Card,Lily Lee,Corporate,Montreal,Quebec,East,Apex Executive Desk,Furniture,Office,618.78,418.07,3093.9,0.0,3093.9,2090.35,1003.55
ORD-01031,PROD-0009,2,122.59,0.1,CUST-0353,2024-11-15,Online,Credit Card,Lily Lee,Corporate,Montreal,Quebec,East,Nova Sound Bar,Electronics,Audio,122.59,87.97,245.18,24.52,220.66,175.94,44.72
ORD-01032,PROD-0044,4,-9.04,0.0,CUST-0611,2025-06-20,Online,Cash,Scarlett Nguyen,Small Business,Winnipeg,Manitoba,Prairies,Lumen Sketch Pad,Office Supplies,Paper,9.04,6.49,36.16,0.0,36.16,25.96,10.2
ORD-01032,PROD-0116,6,134.64,0.1,CUST-0611,2025-06-20,Online,Cash,Scarlett Nguyen,Small Business,Winnipeg,Manitoba,Prairies,Lumen Running Shoes,Apparel,Footwear,134.64,71.22,807.84,80.78,727.06,427.32,299.74
ORD-01032,PROD-0063,1,141.61,0.0,CUST-0611,2025-06-20,Online,Cash,Scarlett Nguyen,Small Business,Winnipeg,Manitoba,Prairies,Summit Air Fryer,Home & Kitchen,Appliances,141.61,65.17,141.61,0.0,141.61,65.17,76.44
ORD-01032,PROD-0046,8,89.97,0.0,CUST-0611,2025-06-20,Online,Cash,Scarlett Nguyen,Small Business,Winnipeg,Manitoba,Prairies,Apex Gel Pen Set,Office Supplies,Writing,89.97,64.17,719.76,0.0,719.76,513.36,206.4
ORD-01033,PROD-0102,6,121.36,0.0,CUST-0023,2025-08-26,In-Store,Credit Card,Chloe Campbell,Consumer,Vancouver,British Columbia,West,Cedar Training Hoodie,Apparel,Athleisure,121.36,77.51,728.16,0.0,728.16,465.06,263.1
ORD-01033,PROD-0005,3,34.21,0.0,CUST-0023,2025-08-26,In-Store,Credit Card,Chloe Campbell,Consumer,Vancouver,British Columbia,West,Pioneer Webcam,Electronics,Accessories,34.21,23.17,102.63,0.0,102.63,69.51,33.12
ORD-01033,PROD-0049,8,82.88,0.1,CUST-0023,2025-08-26,In-Store,Credit Card,Chloe Campbell,Consumer,Vancouver,British Columbia,West,Atlas Highlighter Pack,Office Supplies,Writing,82.88,39.33,663.04,66.3,596.74,314.64,282.1
ORD-01034,PROD-0071,2,103.4,0.0,CUST-0021,2024-02-19,In-Store,Credit Card,Zoe White,Consumer,Montreal,Quebec,East,Evergreen Food Container Set,Home & Kitchen,Storage,103.4,72.89,206.8,0.0,206.8,145.78,61.02
ORD-01034,PROD-0033,4,74.33,0.1,CUST-0021,2024-02-19,In-Store,Credit Card,Zoe White,Consumer,Montreal,Quebec,East,Nova Drawer Unit,Furniture,Storage,74.33,39.6,297.32,29.73,267.59,158.4,109.19
ORD-01035,PROD-0078,4,242.21,0.05,CUST-0309,2025-03-06,In-Store,Debit Card,Liam Wilson,Home Office,Halifax,Nova Scotia,Atlantic,Cedar Wall Art,Home & Kitchen,Decor,242.21,160.98,968.84,48.44,920.4,643.92,276.48
ORD-01036,PROD-0014,3,22.81,0.2,CUST-0108,2025-06-07,In-Store,Credit Card,Zoe Martin,Corporate,Edmonton,Alberta,West,Northwind Router,Electronics,Computing,22.81,20.87,68.43,13.69,54.74,62.61,-7.87
ORD-01037,PROD-0021,3,321.01,0.3,CUST-0270,2025-06-19,Phone Order,Credit Card,Liam Mitchell,Consumer,Quebec City,Quebec,East,Nova Standing Desk,Furniture,Office,321.01,273.37,963.03,288.91,674.12,820.11,-145.99
ORD-01037,PROD-0006,4,149.77,0.05,CUST-0270,2025-06-19,Phone Order,Credit Card,Liam Mitchell,Consumer,Quebec City,Quebec,East,Cedar Bluetooth Speaker,Electronics,Audio,149.77,72.45,599.08,29.95,569.13,289.8,279.33
ORD-01038,PROD-0074,4,49.38,0.0,CUST-0241,2024-01-03,Online,Credit Card,Isla Baker,Consumer,Toronto,Ontario,Central,Northwind Utility Cart,Home & Kitchen,Storage,49.38,34.89,197.52,0.0,197.52,139.56,57.96
ORD-01039,PROD-0083,2,228.1,0.0,CUST-0093,2025-06-07,Online,PayPal,Logan Martin,Home Office,Saskatoon,Saskatchewan,Prairies,Evergreen Dumbbell Set,Sports & Outdoors,Fitness,228.1,128.15,456.2,0.0,456.2,256.3,199.9
ORD-01039,PROD-0030,5,57.35,0.15,CUST-0093,2025-06-07,Online,PayPal,Logan Martin,Home Office,Saskatoon,Saskatchewan,Prairies,Cedar Drafting Chair,Furniture,Seating,57.35,35.61,286.75,43.01,243.74,178.05,65.69
ORD-01039,PROD-0059,5,88.97,0.05,CUST-0093,2025-06-07,Online,PayPal,Logan Martin,Home Office,Saskatoon,Saskatchewan,Prairies,Evergreen Envelope Box,Office Supplies,Mailroom,88.97,61.32,444.85,22.24,422.61,306.6,116.01
ORD-01039,PROD-0038,4,539.34,0.05,CUST-0093,2025-06-07,Online,PayPal,Logan Martin,Home Office,Saskatoon,Saskatchewan,Prairies,Northwind Floor Lamp,Furniture,Decor,539.34,298.45,2157.36,107.87,2049.49,1193.8,855.69
ORD-01040,PROD-0018,4,252.09,0.0,CUST-0119,2024-04-07,Marketplace,Cash,Jack Thomas,Consumer,Hamilton,Ontario,Central,Cedar Power Bank,Electronics,Mobile,252.09,132.93,1008.36,0.0,1008.36,531.72,476.64
ORD-01041,PROD-0048,1,26.92,0.05,CUST-0367,2025-03-24,Phone Order,Credit Card,Leah Lewis,Home Office,Vancouver,British Columbia,West,Aurora Mechanical Pencil,Office Supplies,Writing,26.92,18.1,26.92,1.35,25.57,18.1,7.47
ORD-01041,PROD-0105,7,65.54,0.0,CUST-0367,2025-03-24,Phone Order,Credit Card,Leah Lewis,Home Office,Vancouver,British Columbia,West,Nova Zip Jacket,Apparel,Athleisure,65.54,46.37,458.78,0.0,458.78,324.59,134.19
ORD-01041,PROD-0044,2,9.04,0.15,CUST-0367,2025-03-24,Phone Order,Credit Card,Leah Lewis,Home Office,Vancouver,British Columbia,West,Lumen Sketch Pad,Office Supplies,Paper,9.04,6.49,18.08,2.71,15.37,12.98,2.39
ORD-01042,PROD-0093,1,213.7,0.15,CUST-0432,2025-10-26,Marketplace,Credit Card,Harper Anderson,Home Office,Calgary,Alberta,West,Nova Picnic Mat,Sports & Outdoors,Outdoor Gear,213.7,123.12,213.7,32.06,181.64,123.12,58.52
ORD-01043,PROD-0087,3,59.25,0.1,CUST-0164,2024-04-16,Online,Debit Card,Liam Scott,Corporate,Montreal,Quebec,East,Summit Travel Mug,Sports & Outdoors,Travel,59.25,35.97,177.75,17.78,159.97,107.91,52.06
ORD-01043,PROD-0057,3,85.49,0.15,CUST-0164,2024-04-16,Online,Debit Card,Liam Scott,Corporate,Montreal,Quebec,East,Nova Bubble Mailer,Office Supplies,Mailroom,85.49,51.85,256.47,38.47,218.0,155.55,62.45
ORD-01043,PROD-0024,6,332.34,0.1,CUST-0164,2024-04-16,Online,Debit Card,Liam Scott,Corporate,Montreal,Quebec,East,Aurora Printer Cabinet,Furniture,Office,332.34,167.39,1994.04,199.4,1794.64,1004.34,790.3
ORD-01044,PROD-0006,2,149.77,0.0,CUST-0134,2025-05-09,Marketplace,Credit Card,Jackson Davis,Home Office,Calgary,Alberta,West,Cedar Bluetooth Speaker,Electronics,Audio,149.77,72.45,299.54,0.0,299.54,144.9,154.64
ORD-01044,PROD-0009,4,122.59,0.1,CUST-0134,2025-05-09,marketplace,Credit Card,Jackson Davis, HOME OFFICE ,Calgary,Alberta,West,Nova Sound Bar,Electronics,Audio,122.59,87.97,490.36,49.04,441.32,351.88,89.44
ORD-01045,PROD-0067,3,90.9,0.05,CUST-0591,2025-08-01,Online,Cash,William Green,Small Business,Edmonton,Alberta,West,Harbor Glassware Set,Home & Kitchen,Dining,90.9,42.33,272.7,13.64,259.06,126.99,132.07
ORD-01045,PROD-0089,4,180.92,0.05,CUST-0591,2025-08-01,Online,Cash,William Green,Small Business,Edmonton,Alberta,West,Pioneer Cooler Bag,Sports & Outdoors,Travel,180.92,94.42,723.68,36.18,687.5,377.68,309.82
ORD-01045,PROD-0090,4,235.91,0.1,CUST-0591,2025-08-01,Online,Cash,William Green,Small Business,Edmonton,Alberta,West,Cedar Carry-On Scale,Sports & Outdoors,Travel,235.91,118.82,943.64,94.36,849.28,475.28,374.0
ORD-01046,PROD-0120,1,72.62,0.15,CUST-0153,2025-07-25,Marketplace,Debit Card,Harper Hall,Consumer,Hamilton,Ontario,Central,Aurora Indoor Slippers,Apparel,Footwear,72.62,41.48,72.62,10.89,61.73,41.48,20.25
ORD-01047,PROD-0036,1,441.84,0.0,CUST-0508,2024-06-18,Online,Debit Card,Nathan Martin,Consumer,Toronto,Ontario,Central,Aurora Desk Lamp,Furniture,Decor,441.84,295.4,441.84,0.0,441.84,295.4,146.44
ORD-01048,PROD-0074,1,49.38,0.05,CUST-0388,2025-02-16,Marketplace,Credit Card,Daniel Martin,Consumer,Hamilton,Ontario,Central,Northwind Utility Cart,Home & Kitchen,Storage,49.38,34.89,49.38,2.47,46.91,34.89,12.02
ORD-01048,PROD-0058,2,52.43,0.2,CUST-0388,2025-02-16,Marketplace,Credit Card,Daniel Martin,Consumer,Hamilton,Ontario,Central,Apex Shipping Scale,Office Supplies,Mailroom,52.43,26.68,104.86,20.97,83.89,53.36,30.53
ORD-01049,PROD-0106,5,24.47,0.2,CUST-0019,2024-04-15,Online,Credit Card,Lily Harris,Consumer,Saskatoon,Saskatchewan,Prairies,Apex Baseball Cap,Apparel,Accessories,24.47,12.34,122.35,24.47,97.88,61.7,36.18
ORD-01049,PROD-0012,3,118.44,0.15,CUST-0019,2024-04-15,Online,Credit Card,Lily Harris,Consumer,Saskatoon,Saskatchewan,Prairies,Aurora 27 Inch Monitor,Electronics,Computing,118.44,68.71,355.32,53.3,302.02,206.13,95.89
ORD-01050,PROD-0106,5,24.47,0.15,CUST-0576,2024-07-30,In-Store,Credit Card,Jack Scott,Home Office,Saskatoon,Saskatchewan,Prairies,Apex Baseball Cap,Apparel,Accessories,24.47,12.34,122.35,18.35,104.0,61.7,42.3
ORD-01050,PROD-0007,2,117.78,0.25,CUST-0576,2024-07-30,In-Store,Credit Card,Jack Scott,Home Office,Saskatoon,Saskatchewan,Prairies,Harbor Noise Cancelling Headset,Electronics,Audio,117.78,102.71,235.56,58.89,176.67,205.42,-28.75
ORD-01051,PROD-0013,3,341.17,0.0,CUST-0615,2025-04-29,In-Store,Credit Card,Sophia Campbell,Consumer,Mississauga,Ontario,Central,Atlas Mini Projector,Electronics,Computing,341.17,169.34,1023.51,0.0,1023.51,508.02,515.49
ORD-01051,PROD-0098,2,232.83,0.1,CUST-0615,2025-04-29,In-Store,Credit Card,Sophia Campbell,Consumer,Mississauga,Ontario,Central,Northwind Phone Mount,Sports & Outdoors,Cycling,232.83,160.65,465.66,46.57,419.09,321.3,97.79
ORD-01052,PROD-0022,3,618.78,0.1,CUST-0299,2025-07-14,In-Store,PayPal,Ava Singh,Corporate,Victoria,British Columbia,West,Apex Executive Desk,Furniture,Office,618.78,418.07,1856.34,185.63,1670.71,1254.21,416.5
ORD-01053,PROD-0110,2,115.09,0.05,CUST-0420,2024-04-19,Online,Credit Card,Sofia Harris,Consumer,Hamilton,Ontario,Central,Northwind Winter Scarf,Apparel,Accessories,115.09,67.39,230.18,11.51,218.67,134.78,83.89
